# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.109844
  2 42 -0.109844
  3 42 -0.109844
  4 42 -0.109844
  5 42 -0.109844
  6 42 -0.109844
  7 42 -0.109844
  8 42 -0.109844
  9 42 -0.109844
  10 42 -0.109844
  11 42 -0.109844
  12 42 -0.109844
  13 42 -0.109844
  14 42 -0.109844
  15 42 -0.109844
  16 42 -0.109844
  17 42 -0.109844
  18 42 -0.109844
  19 42 -0.109844
  20 42 -0.109844
100 20 840
  1 42 -0.756766
  2 42 -0.920947
  3 42 1.45771
  4 42 0.262714
  5 42 -1.33122
  6 42 -0.785229
  7 42 -0.140675
  8 42 2.21266
  9 42 -0.816104
  10 42 0.136591
  11 42 0.842269
  12 42 1.64969
  13 42 0.0359027
  14 42 -0.320918
  15 42 0.732699
  16 42 1.71626
  17 42 -1.07573
  18 42 -0.111166
  19 42 -1.25099
  20 42 -1.81423
200 20 840
  1 42 1.32077
  2 42 -1.28009
  3 42 0.784792
  4 42 -0.858485
  5 42 -0.872424
  6 42 0.279396
  7 42 1.39507
  8 42 1.42235
  9 42 -0.220531
  10 42 -0.604241
  11 42 -1.51121
  12 42 -1.17145
  13 42 2.09703
  14 42 -0.921329
  15 42 -1.68525
  16 42 -2.57808
  17 42 1.22873
  18 42 0.976042
  19 42 0.280403
  20 42 -1.7396
300 20 840
  1 42 0.0169461
  2 42 1.25135
  3 42 2.30717
  4 42 -1.31787
  5 42 2.39768
  6 42 0.82498
  7 42 1.42561
  8 42 -1.06513
  9 42 1.03085
  10 42 -1.38598
  11 42 -1.00796
  12 42 -1.22798
  13 42 -0.835788
  14 42 0.315135
  15 42 0.0607871
  16 42 2.13632
  17 42 -0.561625
  18 42 -0.713812
  19 42 -1.51512
  20 42 1.04197
400 20 840
  1 42 0.629444
  2 42 0.482808
  3 42 1.69953
  4 42 -1.97278
  5 42 0.821815
  6 42 0.644094
  7 42 1.98877
  8 42 -0.141364
  9 42 -0.963128
  10 42 -1.61069
  11 42 0.717475
  12 42 -0.514139
  13 42 0.11621
  14 42 -0.185811
  15 42 -0.428756
  16 42 -0.150157
  17 42 -0.913844
  18 42 -1.24378
  19 42 0.332784
  20 42 0.826181
500 20 840
  1 42 0.764322
  2 42 -0.955622
  3 42 -0.57046
  4 42 -0.793511
  5 42 -2.07211
  6 42 0.389733
  7 42 2.49631
  8 42 1.12148
  9 42 2.62992
  10 42 -1.08936
  11 42 1.05041
  12 42 -0.72862
  13 42 -0.115752
  14 42 0.00955909
  15 42 1.08356
  16 42 -0.110135
  17 42 0.219771
  18 42 0.240594
  19 42 3.44682
  20 42 -0.816972
600 20 840
  1 42 -0.555552
  2 42 -0.059699
  3 42 0.9161
  4 42 -2.20611
  5 42 0.810713
  6 42 0.800488
  7 42 0.742318
  8 42 -0.707914
  9 42 0.266546
  10 42 -2.21972
  11 42 -2.05563
  12 42 1.56091
  13 42 -0.590644
  14 42 -0.192396
  15 42 0.560455
  16 42 -0.0632779
  17 42 0.864325
  18 42 -1.40925
  19 42 1.38935
  20 42 -2.37582
700 20 840
  1 42 -0.801656
  2 42 0.284779
  3 42 -0.224718
  4 42 1.18494
  5 42 0.325132
  6 42 0.740726
  7 42 0.194519
  8 42 -0.286308
  9 42 -1.43895
  10 42 -0.612849
  11 42 -1.15044
  12 42 1.38463
  13 42 0.990961
  14 42 -0.114391
  15 42 -1.54986
  16 42 0.214202
  17 42 -1.7857
  18 42 0.439861
  19 42 3.10228
  20 42 -2.47877
800 20 840
  1 42 -0.393854
  2 42 3.50597
  3 42 -0.684934
  4 42 0.563864
  5 42 0.47074
  6 42 1.77808
  7 42 -0.883041
  8 42 -1.17143
  9 42 -2.3474
  10 42 2.53797
  11 42 -2.88335
  12 42 -0.127187
  13 42 -1.06967
  14 42 -1.08066
  15 42 -0.358585
  16 42 1.63483
  17 42 -0.964975
  18 42 -0.546755
  19 42 -4.37383
  20 42 2.83055
900 20 840
  1 42 0.666052
  2 42 1.54385
  3 42 -0.381678
  4 42 0.296366
  5 42 -1.43045
  6 42 -0.152993
  7 42 -1.13093
  8 42 0.39435
  9 42 -1.49152
  10 42 -1.59182
  11 42 -1.34298
  12 42 1.33681
  13 42 -0.951396
  14 42 0.232891
  15 42 0.52968
  16 42 -0.087152
  17 42 -1.13341
  18 42 1.40427
  19 42 -1.86564
  20 42 -0.452299
1000 20 840
  1 42 -1.5893
  2 42 -0.82656
  3 42 1.50978
  4 42 -0.574136
  5 42 1.64205
  6 42 -0.159164
  7 42 -0.96849
  8 42 0.107353
  9 42 -0.209233
  10 42 -1.64715
  11 42 0.93931
  12 42 2.36257
  13 42 -1.1256
  14 42 0.287187
  15 42 -1.52792
  16 42 0.637337
  17 42 1.19791
  18 42 -1.06542
  19 42 1.55932
  20 42 0.619406
1100 20 840
  1 42 -1.18027
  2 42 0.505087
  3 42 -1.16421
  4 42 0.722204
  5 42 -0.551885
  6 42 1.98523
  7 42 -2.47123
  8 42 -0.873361
  9 42 -0.320431
  10 42 0.586406
  11 42 0.152959
  12 42 1.8314
  13 42 -1.3747
  14 42 2.28045
  15 42 0.91414
  16 42 -1.62049
  17 42 0.488558
  18 42 0.0772887
  19 42 0.857761
  20 42 -0.574833
1200 20 840
  1 42 -2.24026
  2 42 -2.15565
  3 42 -1.44035
  4 42 0.206605
  5 42 -2.05732
  6 42 -0.868381
  7 42 -0.761796
  8 42 -0.479921
  9 42 2.60423
  10 42 0.691083
  11 42 -2.11982
  12 42 -1.27805
  13 42 0.402177
  14 42 -0.679842
  15 42 -0.870362
  16 42 0.860936
  17 42 0.769995
  18 42 -0.376801
  19 42 0.503339
  20 42 -0.486213
1300 20 840
  1 42 -1.4616
  2 42 -0.35746
  3 42 -1.45724
  4 42 -2.37566
  5 42 0.613199
  6 42 -3.54773
  7 42 -0.555582
  8 42 -0.507751
  9 42 0.314492
  10 42 1.80373
  11 42 0.898961
  12 42 -0.776777
  13 42 -1.56477
  14 42 -3.15621
  15 42 1.84436
  16 42 -1.49041
  17 42 -1.57237
  18 42 0.542574
  19 42 4.47142
  20 42 -0.264274
1400 20 840
  1 42 -0.674434
  2 42 -1.20324
  3 42 0.234
  4 42 1.67309
  5 42 -1.27394
  6 42 -1.55414
  7 42 0.1102
  8 42 -0.846899
  9 42 -0.891507
  10 42 -0.778534
  11 42 0.442871
  12 42 -2.7096
  13 42 0.326045
  14 42 -2.70032
  15 42 0.391784
  16 42 -0.304927
  17 42 -0.833857
  18 42 -2.0935
  19 42 -2.99486
  20 42 -1.99181
1500 20 840
  1 42 0.174508
  2 42 -1.20581
  3 42 -1.33684
  4 42 -0.353027
  5 42 -1.50173
  6 42 -0.135924
  7 42 -2.23182
  8 42 1.44589
