# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.10395
  2 42 -0.10395
  3 42 -0.10395
  4 42 -0.10395
  5 42 -0.10395
  6 42 -0.10395
  7 42 -0.10395
  8 42 -0.10395
  9 42 -0.10395
  10 42 -0.10395
  11 42 -0.10395
  12 42 -0.10395
  13 42 -0.10395
  14 42 -0.10395
  15 42 -0.10395
  16 42 -0.10395
  17 42 -0.10395
  18 42 -0.10395
  19 42 -0.10395
  20 42 -0.10395
100 20 840
  1 42 -0.44375
  2 42 -1.55879
  3 42 1.93666
  4 42 0.913274
  5 42 -1.39106
  6 42 -1.30839
  7 42 -0.281975
  8 42 3.19085
  9 42 -0.83428
  10 42 0.49758
  11 42 1.18901
  12 42 1.54452
  13 42 0.537567
  14 42 -0.197075
  15 42 0.829566
  16 42 1.62162
  17 42 -1.06669
  18 42 0.0992259
  19 42 -1.24405
  20 42 -1.50795
200 20 840
  1 42 2.27932
  2 42 -0.986654
  3 42 2.09918
  4 42 -1.54749
  5 42 -1.10596
  6 42 -0.207798
  7 42 1.13304
  8 42 2.05189
  9 42 0.275683
  10 42 0.126759
  11 42 -1.43612
  12 42 -1.61189
  13 42 3.64165
  14 42 -0.537387
  15 42 -2.02269
  16 42 -3.27404
  17 42 2.52812
  18 42 1.18897
  19 42 0.619196
  20 42 -1.88484
300 20 840
  1 42 0.136356
  2 42 1.61672
  3 42 3.00413
  4 42 -1.19851
  5 42 3.21505
  6 42 0.26126
  7 42 2.01477
  8 42 -1.39458
  9 42 1.44424
  10 42 -1.87291
  11 42 -0.3844
  12 42 -1.5135
  13 42 -0.640433
  14 42 0.0159169
  15 42 0.941222
  16 42 1.69184
  17 42 -1.18794
  18 42 -1.08419
  19 42 -2.17605
  20 42 1.28811
400 20 840
  1 42 0.874171
  2 42 0.960112
  3 42 2.49421
  4 42 -2.48423
  5 42 1.65344
  6 42 1.16407
  7 42 2.4716
  8 42 -0.35786
  9 42 -0.362052
  10 42 -1.48864
  11 42 0.835562
  12 42 0.127488
  13 42 0.811565
  14 42 -0.313683
  15 42 0.113352
  16 42 -0.301441
  17 42 -1.33248
  18 42 -1.51501
  19 42 0.462987
  20 42 0.783646
500 20 840
  1 42 2.21271
  2 42 -1.56126
  3 42 -0.208821
  4 42 -0.633385
  5 42 -2.0703
  6 42 1.67005
  7 42 4.08117
  8 42 1.30816
  9 42 3.49237
  10 42 -1.45101
  11 42 0.912833
  12 42 -0.745531
  13 42 0.369937
  14 42 0.0732546
  15 42 1.50295
  16 42 -0.454309
  17 42 0.483796
  18 42 0.469417
  19 42 4.96823
  20 42 -1.62927
600 20 840
  1 42 -0.274434
  2 42 -0.042583
  3 42 2.20634
  4 42 -2.06077
  5 42 1.35951
  6 42 1.29998
  7 42 0.513133
  8 42 -0.731798
  9 42 -0.0862053
  10 42 -3.41712
  11 42 -2.20671
  12 42 1.65826
  13 42 -0.338271
  14 42 -0.252605
  15 42 1.50585
  16 42 0.20043
  17 42 1.75854
  18 42 -0.785977
  19 42 2.24968
  20 42 -3.76793
700 20 840
  1 42 -0.958255
  2 42 0.95391
  3 42 0.432295
  4 42 1.66038
  5 42 -0.0710049
  6 42 1.39412
  7 42 0.511451
  8 42 -0.0881514
  9 42 -0.756647
  10 42 -0.396941
  11 42 -1.47744
  12 42 2.33331
  13 42 1.31469
  14 42 0.232092
  15 42 -1.55461
  16 42 -0.108459
  17 42 -1.71859
  18 42 0.630189
  19 42 4.27706
  20 42 -2.34887
800 20 840
  1 42 -0.213249
  2 42 4.25885
  3 42 -0.800839
  4 42 0.750323
  5 42 0.854256
  6 42 2.71301
  7 42 -0.468904
  8 42 -0.659808
  9 42 -2.77795
  10 42 2.70233
  11 42 -3.60402
  12 42 -0.338258
  13 42 -1.16155
  14 42 -0.414729
  15 42 0.124596
  16 42 2.89787
  17 42 -0.967783
  18 42 -1.08095
  19 42 -5.34888
  20 42 3.93057
900 20 840
  1 42 1.18208
  2 42 2.73383
  3 42 -0.26311
  4 42 0.321794
  5 42 -1.39659
  6 42 0.201213
  7 42 -1.24393
