# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.156299
  2 42 0.156299
  3 42 0.156299
  4 42 0.156299
  5 42 0.156299
  6 42 0.156299
  7 42 0.156299
  8 42 0.156299
  9 42 0.156299
  10 42 0.156299
  11 42 0.156299
  12 42 0.156299
  13 42 0.156299
  14 42 0.156299
  15 42 0.156299
  16 42 0.156299
  17 42 0.156299
  18 42 0.156299
  19 42 0.156299
  20 42 0.156299
100 20 840
  1 42 0.411886
  2 42 0.304398
  3 42 -0.0218769
  4 42 0.742241
  5 42 1.01494
  6 42 1.41142
  7 42 -0.0180039
  8 42 -0.453944
  9 42 0.596547
  10 42 -0.12574
  11 42 0.896737
  12 42 0.661831
  13 42 0.700257
  14 42 0.740089
  15 42 -1.07268
  16 42 -0.91277
  17 42 0.0358117
  18 42 -0.0433598
  19 42 0.802081
  20 42 -0.559734
200 20 840
  1 42 0.30545
  2 42 0.170561
  3 42 1.4922
  4 42 0.93007
  5 42 1.14666
  6 42 0.66172
  7 42 0.1127
  8 42 -0.0430636
  9 42 0.282033
  10 42 -0.601806
  11 42 -0.419069
  12 42 0.00927305
  13 42 0.365007
  14 42 0.916767
  15 42 0.444469
  16 42 0.0355123
  17 42 1.96712
  18 42 0.753154
  19 42 2.24145
  20 42 -0.614888
300 20 840
  1 42 0.230995
  2 42 0.709671
  3 42 -0.648167
  4 42 -0.234873
  5 42 0.428458
  6 42 -0.246496
  7 42 0.55307
  8 42 -0.389347
  9 42 0.820742
  10 42 0.896339
  11 42 -0.850251
  12 42 -0.661836
  13 42 -0.19712
  14 42 -0.101759
  15 42 -1.04711
  16 42 0.779067
  17 42 -0.350845
  18 42 1.49749
  19 42 -0.804916
  20 42 0.568787
400 20 840
  1 42 0.94275
  2 42 0.349996
  3 42 2.02483
  4 42 -0.39309
  5 42 1.3173
  6 42 -0.346119
  7 42 0.723463
  8 42 -0.678808
  9 42 0.428975
  10 42 -1.08628
  11 42 0.958777
  12 42 0.260004
  13 42 -1.03805
  14 42 -0.525233
  15 42 0.689352
  16 42 1.58766
  17 42 -0.562229
  18 42 0.838275
  19 42 -0.840289
  20 42 0.193901
500 20 840
  1 42 1.48058
  2 42 -0.444729
  3 42 0.16055
  4 42 -0.0714401
  5 42 0.791647
  6 42 1.72909
  7 42 -0.547129
  8 42 0.434522
  9 42 0.036412
  10 42 -0.922528
  11 42 0.54743
  12 42 0.938736
  13 42 0.289832
  14 42 0.234774
  15 42 0.0109043
  16 42 -0.208721
  17 42 -0.844826
  18 42 0.392015
  19 42 0.17981
  20 42 -0.39528
600 20 840
  1 42 -1.42939
  2 42 0.525412
  3 42 -0.511099
  4 42 0.687699
  5 42 0.356672
  6 42 -1.12593
  7 42 -0.405444
  8 42 0.480382
  9 42 -0.987387
  10 42 0.953964
  11 42 0.212056
  12 42 0.104316
  13 42 0.263305
  14 42 -0.389243
  15 42 -0.996093
  16 42 0.211435
  17 42 -0.826646
  18 42 -1.53368
  19 42 -0.165058
  20 42 0.552388
700 20 840
  1 42 -0.464971
  2 42 0.422453
  3 42 0.287726
  4 42 0.147434
  5 42 0.0435632
  6 42 -0.918827
  7 42 0.343749
  8 42 0.511408
  9 42 -0.879107
  10 42 0.168991
  11 42 1.54612
  12 42 -0.851014
  13 42 -0.0948638
  14 42 -0.929948
  15 42 0.417758
  16 42 0.708866
  17 42 0.344518
  18 42 -1.37708
  19 42 0.0821148
  20 42 -0.331201
800 20 840
  1 42 -0.366688
  2 42 -0.508134
  3 42 -1.06377
  4 42 -0.717563
  5 42 -1.21165
  6 42 0.109215
  7 42 -1.45115
  8 42 0.408734
  9 42 0.561422
  10 42 1.39958
  11 42 0.555337
  12 42 -1.16224
  13 42 0.174933
  14 42 0.760742
  15 42 -1.01706
  16 42 0.489651
  17 42 0.938017
  18 42 0.0743492
  19 42 -0.111729
  20 42 0.153836
900 20 840
  1 42 -0.127263
  2 42 -0.700656
  3 42 -0.578199
  4 42 0.218801
  5 42 -0.683734
  6 42 -0.0522073
  7 42 0.502582
  8 42 -0.535788
  9 42 0.738397
  10 42 0.70247
  11 42 1.78121
  12 42 -0.736144
  13 42 -1.85553
  14 42 -0.395725
  15 42 1.60541
  16 42 -0.330896
  17 42 -0.836618
  18 42 0.0814106
  19 42 1.1983
  20 42 -0.24955
1000 20 840
  1 42 0.326981
  2 42 -0.407019
  3 42 0.457534
  4 42 -0.0572049
  5 42 -0.926408
  6 42 -0.0867296
  7 42 -0.00809999
  8 42 1.26507
  9 42 0.858225
  10 42 0.907082
  11 42 0.714964
  12 42 1.24176
  13 42 0.621746
  14 42 0.101624
  15 42 0.933371
  16 42 0.540072
  17 42 0.443753
  18 42 0.958187
  19 42 1.17296
  20 42 0.283167
1100 20 840
  1 42 0.885472
  2 42 -0.403362
  3 42 -0.627091
  4 42 0.0323173
  5 42 -0.163922
  6 42 0.222728
  7 42 0.201854
  8 42 1.13838
  9 42 0.201948
  10 42 -0.0913673
  11 42 -0.225869
  12 42 1.75258
  13 42 1.15932
  14 42 0.322361
  15 42 -0.411406
  16 42 -0.349623
  17 42 0.2861
  18 42 0.539537
  19 42 1.02329
  20 42 -0.119566
1200 20 840
  1 42 0.656191
  2 42 -0.0702892
  3 42 -0.377555
  4 42 0.81861
  5 42 1.0905
  6 42 0.719722
  7 42 1.9443
  8 42 -0.174524
  9 42 -1.69345
  10 42 0.0557883
  11 42 -1.66932
  12 42 0.393173
  13 42 -0.710021
  14 42 0.00915579
  15 42 0.0098402
  16 42 -0.396571
  17 42 0.59698
  18 42 -0.210542
  19 42 1.29699
  20 42 -0.429091
1300 20 840
  1 42 -0.00507998
  2 42 0.240264
  3 42 -0.30533
  4 42 0.0743892
  5 42 -0.623867
  6 42 1.1477
  7 42 -0.431434
  8 42 -0.309139
  9 42 0.0997908
  10 42 -0.204051
  11 42 0.0891236
  12 42 -0.0342962
  13 42 0.306218
  14 42 0.934833
  15 42 -0.237361
  16 42 0.721851
  17 42 0.536091
  18 42 1.43539
  19 42 -0.173139
  20 42 0.266243
1400 20 840
  1 42 -0.611478
  2 42 0.94384
  3 42 1.12166
  4 42 -0.120875
  5 42 0.292388
  6 42 -0.637297
  7 42 2.04811
  8 42 -0.273338
  9 42 0.435521
  10 42 -0.994178
  11 42 -0.518219
  12 42 -0.57889
  13 42 -0.155754
  14 42 -0.454569
  15 42 1.48427
  16 42 -0.163536
  17 42 -0.0840752
  18 42 -0.133032
  19 42 -0.552719
  20 42 -0.0942008
1500 20 840
  1 42 -1.10913
  2 42 0.325697
  3 42 -0.798786
  4 42 -0.136875
  5 42 0.755274
  6 42 -0.672402
  7 42 0.234139
  8 42 -0.966689
  9 42 1.71021
  10 42 0.765597
  11 42 -0.737231
  12 42 1.17722
  13 42 0.501479
  14 42 0.379118
  15 42 0.739038
  16 42 0.466112
  17 42 0.329115
  18 42 -0.381503
  19 42 0.0124208
  20 42 -0.0122912
1600 20 840
  1 42 0.857605
  2 42 -0.691
  3 42 1.58847
  4 42 0.0244247
  5 42 2.14339
  6 42 0.015989
  7 42 0.772203
  8 42 0.354087
  9 42 0.395988
  10 42 -0.702035
  11 42 0.67885
  12 42 0.157161
  13 42 1.27815
  14 42 0.377073
  15 42 -1.02836
  16 42 0.864275
  17 42 -0.972767
  18 42 -0.367475
  19 42 -0.0164834
  20 42 0.62213
1700 20 840
  1 42 -0.155398
  2 42 0.158865
  3 42 1.35103
  4 42 1.74373
  5 42 0.576126
  6 42 -0.744061
  7 42 -1.37328
  8 42 -0.661076
  9 42 -0.0783531
  10 42 -0.00479528
  11 42 0.652204
  12 42 -0.0589651
  13 42 0.116945
  14 42 -0.375982
  15 42 0.78136
  16 42 0.710839
  17 42 -0.143326
  18 42 0.380857
  19 42 -1.1625
  20 42 -0.530183
1800 20 840
  1 42 0.707725
  2 42 -0.299137
