# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.128542
  2 42 0.128542
  3 42 0.128542
  4 42 0.128542
  5 42 0.128542
  6 42 0.128542
  7 42 0.128542
  8 42 0.128542
  9 42 0.128542
  10 42 0.128542
  11 42 0.128542
  12 42 0.128542
  13 42 0.128542
  14 42 0.128542
  15 42 0.128542
  16 42 0.128542
  17 42 0.128542
  18 42 0.128542
  19 42 0.128542
  20 42 0.128542
100 20 840
  1 42 0.259989
  2 42 0.277347
  3 42 1.13951
  4 42 0.525143
  5 42 -0.49804
  6 42 1.06239
  7 42 -0.787832
  8 42 0.407017
  9 42 0.791586
  10 42 0.0469007
  11 42 0.761351
  12 42 -0.477606
  13 42 -0.0567444
  14 42 -0.718896
  15 42 0.0993188
  16 42 -0.208148
  17 42 -0.620638
  18 42 0.124403
  19 42 -0.156401
  20 42 0.486583
200 20 840
  1 42 -0.40159
  2 42 -0.640591
  3 42 0.406736
  4 42 0.657846
  5 42 0.280841
  6 42 0.255097
  7 42 -0.545314
  8 42 0.775988
  9 42 -1.04841
  10 42 -1.13897
  11 42 -0.352702
  12 42 0.337579
  13 42 0.570869
  14 42 0.996548
  15 42 0.0811902
  16 42 0.432035
  17 42 1.08248
  18 42 0.582109
  19 42 1.1037
  20 42 -1.58042
300 20 840
  1 42 -0.817589
  2 42 -1.04079
  3 42 -0.615207
  4 42 -0.685892
  5 42 0.67124
  6 42 0.259673
  7 42 -0.835581
  8 42 -0.884253
  9 42 0.756026
  10 42 1.01447
  11 42 0.166226
  12 42 0.474996
  13 42 -0.00177511
  14 42 0.598203
  15 42 -0.575678
  16 42 0.34428
  17 42 -0.414463
  18 42 0.601813
  19 42 -0.638374
  20 42 0.834116
400 20 840
  1 42 0.288162
  2 42 -0.0065732
  3 42 -0.848017
  4 42 0.492936
  5 42 -1.43956
  6 42 -0.0432511
  7 42 0.00843874
  8 42 0.108308
  9 42 -0.0204644
  10 42 0.457405
  11 42 0.512988
  12 42 0.468436
  13 42 0.354126
  14 42 0.0375355
  15 42 0.511083
  16 42 0.744489
  17 42 -0.350453
  18 42 0.433221
  19 42 -0.0156676
  20 42 -1.6565
500 20 840
  1 42 0.627896
  2 42 -0.832946
  3 42 0.0533162
  4 42 -0.667626
  5 42 0.471531
  6 42 0.649776
  7 42 0.267264
  8 42 0.864156
  9 42 -0.632188
  10 42 0.108433
  11 42 -0.436685
