# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.124245
  2 42 0.124245
  3 42 0.124245
  4 42 0.124245
  5 42 0.124245
  6 42 0.124245
  7 42 0.124245
  8 42 0.124245
  9 42 0.124245
  10 42 0.124245
  11 42 0.124245
  12 42 0.124245
  13 42 0.124245
  14 42 0.124245
  15 42 0.124245
  16 42 0.124245
  17 42 0.124245
  18 42 0.124245
  19 42 0.124245
  20 42 0.124245
100 20 840
  1 42 0.351171
  2 42 0.275569
  3 42 1.24861
  4 42 0.309162
  5 42 -0.787737
  6 42 0.964547
  7 42 -0.763283
  8 42 0.559189
  9 42 0.861037
  10 42 0.181446
  11 42 0.775218
  12 42 -0.729222
  13 42 -0.331292
  14 42 -0.960659
  15 42 0.321355
  16 42 0.0582415
  17 42 -0.768174
  18 42 0.0675015
  19 42 -0.451499
  20 42 0.804776
200 20 840
  1 42 -0.610347
  2 42 -0.792499
  3 42 0.168875
  4 42 0.504602
  5 42 0.0645562
  6 42 0.0641588
  7 42 -0.58836
  8 42 0.867359
  9 42 -1.11552
  10 42 -1.23368
  11 42 -0.349824
  12 42 0.453619
  13 42 0.61107
  14 42 1.02301
  15 42 -0.0400295
  16 42 0.480709
  17 42 0.823637
  18 42 0.568346
  19 42 0.807402
  20 42 -1.71136
300 20 840
  1 42 -1.00002
  2 42 -1.35745
  3 42 -0.560474
  4 42 -0.702713
  5 42 0.720625
  6 42 0.29497
  7 42 -1.01756
  8 42 -0.953656
  9 42 0.737191
  10 42 0.943984
  11 42 0.374067
  12 42 0.691936
  13 42 0.0244522
  14 42 0.742085
  15 42 -0.406517
  16 42 0.225069
  17 42 -0.389028
  18 42 0.278419
  19 42 -0.537987
  20 42 0.818221
400 20 840
  1 42 0.19313
  2 42 -0.0750873
  3 42 -1.45342
  4 42 0.658673
  5 42 -2.00256
  6 42 0.0335875
  7 42 -0.157638
  8 42 0.241804
  9 42 -0.0742063
  10 42 0.863902
  11 42 0.383218
  12 42 0.522778
  13 42 0.68786
  14 42 0.113839
  15 42 0.423957
  16 42 0.451886
  17 42 -0.337952
  18 42 0.312112
  19 42 0.173395
  20 42 -2.02408
500 20 840
  1 42 0.306482
  2 42 -0.999032
  3 42 -0.0679939
  4 42 -0.803529
  5 42 0.320355
  6 42 0.302336
  7 42 0.380204
  8 42 0.913882
  9 42 -0.679282
  10 42 0.374187
  11 42 -0.59165
  12 42 0.801031
  13 42 -0.437125
  14 42 -0.434879
  15 42 0.883566
  16 42 0.0235196
  17 42 -1.57125
  18 42 -0.497874
  19 42 1.01444
  20 42 0.0796728
600 20 840
  1 42 -0.239687
  2 42 1.52149
  3 42 -0.354899
  4 42 -0.298935
  5 42 1.79261
  6 42 -1.11707
  7 42 -0.121677
  8 42 -0.103783
  9 42 0.343201
  10 42 1.5869
  11 42 0.148473
  12 42 -0.234084
  13 42 0.0181066
  14 42 -0.0777056
  15 42 0.327888
  16 42 0.183722
  17 42 0.0701575
  18 42 -0.939584
  19 42 1.26883
  20 42 0.883302
700 20 840
  1 42 0.277126
  2 42 -0.390789
  3 42 -1.10645
  4 42 0.37799
  5 42 1.02659
  6 42 -0.217582
  7 42 1.1415
  8 42 -0.385135
  9 42 -0.757755
  10 42 -0.985505
  11 42 0.623284
  12 42 -1.33451
  13 42 1.31363
  14 42 0.239373
  15 42 -0.98097
  16 42 -0.254711
  17 42 0.794012
  18 42 -0.417017
  19 42 0.0764941
  20 42 0.646207
800 20 840
  1 42 0.320344
  2 42 0.42832
  3 42 -0.289658
  4 42 -0.573163
  5 42 -0.941194
  6 42 0.486977
  7 42 -1.0055
  8 42 -0.0434056
  9 42 0.0246785
  10 42 0.441034
  11 42 0.505601
  12 42 0.913652
  13 42 -1.37648
  14 42 1.04726
  15 42 -0.272856
  16 42 1.6533
  17 42 0.830221
  18 42 0.702867
  19 42 0.358752
  20 42 0.262574
900 20 840
  1 42 0.450519
  2 42 -0.621951
  3 42 1.08974
  4 42 0.188519
  5 42 0.368036
  6 42 -0.558097
  7 42 0.803613
  8 42 0.663322
  9 42 0.191866
  10 42 -0.297435
  11 42 0.2244
  12 42 0.00660777
  13 42 -0.744328
  14 42 -1.18868
  15 42 -0.145411
  16 42 -0.0937735
  17 42 0.142616
  18 42 1.08356
  19 42 0.361329
  20 42 0.794929
1000 20 840
  1 42 0.551777
  2 42 0.14542
  3 42 0.266582
  4 42 0.229177
  5 42 0.651981
  6 42 0.204541
  7 42 0.207544
  8 42 0.643169
  9 42 0.638866
  10 42 -0.500528
  11 42 -0.173256
  12 42 0.767065
  13 42 0.513675
  14 42 -0.239476
  15 42 -0.382944
  16 42 -0.626883
  17 42 -0.325156
  18 42 1.92034
  19 42 -0.963269
  20 42 0.943866
1100 20 840
  1 42 0.430029
  2 42 1.04145
  3 42 1.40473
  4 42 -0.750157
  5 42 1.26237
  6 42 0.634555
  7 42 0.839167
  8 42 0.848815
  9 42 -0.29666
  10 42 0.0174747
  11 42 -0.437796
  12 42 1.24097
  13 42 1.12126
  14 42 0.1204
  15 42 0.467902
  16 42 1.00812
  17 42 1.06372
  18 42 0.390411
  19 42 0.238416
  20 42 0.605756
1200 20 840
  1 42 0.272805
  2 42 -1.12266
  3 42 -0.0726859
  4 42 1.14323
  5 42 0.562687
  6 42 0.298888
  7 42 1.40887
  8 42 -0.189448
  9 42 0.638604
  10 42 -0.528855
  11 42 0.112063
  12 42 -0.808735
  13 42 0.328026
  14 42 0.281501
  15 42 0.08738
  16 42 -1.28379
  17 42 -0.0993008
  18 42 0.0016791
  19 42 1.94441
  20 42 -0.286715
1300 20 840
  1 42 -0.05431
  2 42 1.13092
  3 42 1.24792
  4 42 -1.21212
  5 42 -1.41089
  6 42 0.255541
  7 42 -0.00192473
  8 42 0.552781
  9 42 0.934323
  10 42 0.639656
  11 42 -0.298131
  12 42 -0.49152
  13 42 -0.117408
  14 42 0.583916
  15 42 -0.738765
  16 42 0.8001
  17 42 0.999052
  18 42 -0.921561
  19 42 -0.476805
  20 42 -0.166936
1400 20 840
  1 42 -0.475968
  2 42 -0.653545
  3 42 -0.857286
  4 42 0.260773
  5 42 -0.169259
  6 42 0.468632
