# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.10126
  2 42 -0.10126
  3 42 -0.10126
  4 42 -0.10126
  5 42 -0.10126
  6 42 -0.10126
  7 42 -0.10126
  8 42 -0.10126
  9 42 -0.10126
  10 42 -0.10126
  11 42 -0.10126
  12 42 -0.10126
  13 42 -0.10126
  14 42 -0.10126
  15 42 -0.10126
  16 42 -0.10126
  17 42 -0.10126
  18 42 -0.10126
  19 42 -0.10126
  20 42 -0.10126
100 20 840
  1 42 -0.105407
  2 42 -1.97192
  3 42 1.95681
  4 42 1.18615
  5 42 -1.44988
  6 42 -1.5636
  7 42 -0.416437
  8 42 3.70947
  9 42 -0.511429
  10 42 0.709777
  11 42 1.31573
  12 42 1.2746
  13 42 0.811856
  14 42 -0.0388619
  15 42 0.575515
  16 42 1.30805
  17 42 -0.948101
  18 42 0.281479
  19 42 -1.15382
  20 42 -1.06924
200 20 840
  1 42 2.91849
  2 42 -0.645565
  3 42 2.94527
  4 42 -2.0238
  5 42 -0.892859
  6 42 -0.479984
  7 42 0.73797
  8 42 2.35022
  9 42 0.715296
  10 42 0.79549
  11 42 -1.0228
  12 42 -1.75648
  13 42 4.50729
  14 42 -0.339493
  15 42 -2.09606
  16 42 -3.45507
  17 42 3.27721
  18 42 1.23139
  19 42 1.01958
  20 42 -1.93757
300 20 840
  1 42 0.34437
  2 42 1.75629
  3 42 3.15534
  4 42 -0.998295
  5 42 3.78533
  6 42 -0.232937
  7 42 2.33695
  8 42 -1.35434
  9 42 1.80179
  10 42 -2.10364
  11 42 0.00523432
  12 42 -1.72571
  13 42 -0.385758
  14 42 -0.2361
  15 42 1.41312
  16 42 1.12574
  17 42 -1.42298
  18 42 -1.26131
  19 42 -2.6325
  20 42 1.29633
400 20 840
  1 42 1.07365
  2 42 1.33373
  3 42 2.92472
  4 42 -2.61593
  5 42 2.34219
  6 42 1.39919
  7 42 2.57777
  8 42 -0.477193
  9 42 0.218627
  10 42 -1.21778
  11 42 1.02693
  12 42 0.500704
  13 42 1.20306
  14 42 -0.304684
  15 42 0.626831
  16 42 -0.58642
  17 42 -1.54647
  18 42 -1.65289
  19 42 0.366053
  20 42 0.510674
500 20 840
  1 42 3.07854
  2 42 -1.73985
  3 42 -0.0777485
  4 42 -0.258381
  5 42 -1.66677
  6 42 2.38843
  7 42 4.87098
  8 42 1.32694
  9 42 3.63716
  10 42 -1.43296
  11 42 0.790022
  12 42 -0.763147
  13 42 0.681253
  14 42 0.209279
  15 42 1.78218
  16 42 -0.904615
  17 42 0.731703
  18 42 0.502956
  19 42 5.61597
  20 42 -2.13482
600 20 840
  1 42 0.105067
  2 42 -0.123686
  3 42 2.58816
  4 42 -1.5668
  5 42 1.84147
  6 42 1.60139
  7 42 -0.0815207
  8 42 -0.593067
  9 42 -0.399776
  10 42 -3.94301
  11 42 -1.99977
  12 42 1.50197
  13 42 -0.311096
  14 42 -0.321584
  15 42 2.19793
  16 42 0.347976
  17 42 2.20151
  18 42 -0.0853824
  19 42 2.55123
  20 42 -4.67216
700 20 840
  1 42 -1.01924
  2 42 1.49063
  3 42 1.19817
  4 42 1.80026
  5 42 -0.245645
  6 42 1.55452
  7 42 0.606877
  8 42 0.204973
  9 42 -0.192303
  10 42 -0.0494977
  11 42 -1.29868
  12 42 2.79188
  13 42 1.31071
  14 42 0.610846
  15 42 -1.39149
  16 42 -0.646467
  17 42 -1.46285
  18 42 0.798428
  19 42 4.55654
  20 42 -1.87447
800 20 840
  1 42 -0.0715767
  2 42 4.27246
  3 42 -0.686511
  4 42 0.371732
  5 42 1.2278
  6 42 2.9126
  7 42 -0.21599
  8 42 0.0656147
  9 42 -2.58419
  10 42 3.01225
  11 42 -3.01222
  12 42 -0.717104
  13 42 -1.06886
  14 42 -0.159466
  15 42 0.483458
  16 42 3.62154
  17 42 -0.797246
  18 42 -1.38062
  19 42 -5.62619
  20 42 4.53851
900 20 840
  1 42 1.36241
  2 42 3.30342
  3 42 -0.132639
  4 42 0.295562
  5 42 -1.35095
  6 42 0.296398
  7 42 -1.47437
  8 42 0.313235
  9 42 -0.209538
  10 42 -0.507257
  11 42 -2.14309
  12 42 1.98906
  13 42 -1.17524
  14 42 -0.155237
  15 42 0.378616
  16 42 0.845043
  17 42 -2.11636
  18 42 3.00905
  19 42 -3.30317
  20 42 1.34777
1000 20 840
  1 42 -2.67012
  2 42 -0.64467
  3 42 2.23017
  4 42 1.03614
  5 42 1.23261
  6 42 -0.598397
  7 42 -0.914881
  8 42 0.31632
  9 42 -0.936123
  10 42 -2.24083
  11 42 -0.528548
  12 42 3.4953
  13 42 -1.05527
  14 42 0.387115
  15 42 -0.840963
  16 42 2.41461
  17 42 2.70444
  18 42 -0.656152
  19 42 2.42288
  20 42 0.891116
1100 20 840
  1 42 -1.23736
  2 42 1.25856
  3 42 -1.06641
  4 42 2.4978
  5 42 -0.380553
  6 42 4.70615
  7 42 -1.96792
  8 42 -0.685425
  9 42 -1.57514
  10 42 -0.447732
  11 42 -2.03102
  12 42 3.00244
  13 42 -1.1047
  14 42 3.39843
  15 42 0.936525
  16 42 -0.186026
  17 42 1.02835
  18 42 0.428316
  19 42 1.65594
  20 42 0.753918
1200 20 840
  1 42 -3.02504
  2 42 -1.04353
  3 42 -1.31346
  4 42 1.45328
  5 42 -1.84265
  6 42 1.51853
  7 42 0.0410326
  8 42 -1.7534
  9 42 4.88507
  10 42 -0.340482
  11 42 -4.20762
  12 42 0.514247
  13 42 0.785264
  14 42 0.168626
  15 42 -1.09736
  16 42 2.28517
  17 42 0.678671
  18 42 -0.69576
  19 42 -0.241646
  20 42 -0.415446
1300 20 840
  1 42 -1.50244
  2 42 1.58211
  3 42 -1.59039
  4 42 -3.10581
  5 42 2.74749
  6 42 -2.66432
  7 42 1.11492
  8 42 -0.392645
  9 42 -0.402505
  10 42 1.02121
  11 42 -1.02592
  12 42 0.31639
  13 42 -0.902721
  14 42 -3.51564
  15 42 2.46849
  16 42 -1.75505
  17 42 -1.81171
  18 42 0.180052
  19 42 4.77128
  20 42 0.583887
1400 20 840
  1 42 -1.70079
  2 42 -0.291381
  3 42 1.76083
  4 42 2.30875
  5 42 0.219379
  6 42 -1.08818
  7 42 3.07635
  8 42 -0.0338736
  9 42 -1.23733
  10 42 -0.565464
  11 42 -0.664883
  12 42 -1.63543
  13 42 1.33594
  14 42 -3.60137
  15 42 1.58896
  16 42 -0.195706
  17 42 -1.79929
  18 42 -3.67656
  19 42 -0.73197
  20 42 -1.53195
1500 20 840
  1 42 1.54778
  2 42 0.982685
  3 42 -0.638775
  4 42 -0.939369
  5 42 -1.09161
  6 42 1.31362
  7 42 -0.669581
  8 42 1.97552
  9 42 0.294181
  10 42 -0.571052
  11 42 -2.4405
  12 42 0.359281
  13 42 3.17202
  14 42 1.39285
  15 42 0.136448
  16 42 -3.36592
  17 42 -0.939154
  18 42 -0.997332
  19 42 2.54735
  20 42 0.172778
1600 20 840
  1 42 1.7477
  2 42 -1.77836
  3 42 1.76241
  4 42 1.38387
  5 42 4.15175
  6 42 -1.12673
  7 42 1.60221
  8 42 -1.36353
  9 42 4.19026
  10 42 -1.65434
  11 42 1.37085
  12 42 -1.37541
  13 42 -0.471188
  14 42 0.00166719
  15 42 0.218387
  16 42 1.08886
  17 42 -0.666304
  18 42 -2.24699
  19 42 -2.25193
  20 42 1.1931
1700 20 840
  1 42 0.537208
  2 42 -1.13166
  3 42 -1.63769
  4 42 -2.89746
  5 42 -0.812304
  6 42 0.617099
  7 42 1.5897
  8 42 1.73847
  9 42 0.681243
  10 42 -1.73908
  11 42 0.012966
  12 42 -0.803985
  13 42 2.25413
  14 42 0.703606
  15 42 -2.67113
  16 42 -0.972312
  17 42 2.3659
  18 42 1.27109
  19 42 -2.80632
  20 42 -0.413981
1800 20 840
  1 42 4.83862
  2 42 -1.38398
  3 42 -0.907098
  4 42 -0.786014
  5 42 -1.00723
  6 42 0.703042
  7 42 2.09222
  8 42 0.538112
  9 42 -1.04635
  10 42 -0.99225
  11 42 -0.0770898
  12 42 -2.40381
  13 42 -3.09627
  14 42 -1.63181
  15 42 -1.06468
  16 42 0.99671
  17 42 0.0401299
  18 42 0.328149
  19 42 -0.507648
  20 42 -0.656032
1900 20 840
  1 42 -0.358988
  2 42 2.30896
  3 42 2.00891
  4 42 -0.479035
  5 42 1.09151
  6 42 -0.532213
  7 42 -0.658276
  8 42 0.359048
  9 42 0.745496
  10 42 -1.61208
  11 42 -0.0875096
  12 42 -0.367922
  13 42 2.35821
  14 42 -0.581012
  15 42 0.296445
  16 42 1.75658
  17 42 -0.801626
  18 42 -0.107283
  19 42 2.15033
  20 42 -0.652833
2000 20 840
  1 42 -1.84825
  2 42 0.894563
  3 42 1.25088
  4 42 3.58401
  5 42 -0.865291
  6 42 -0.591766
  7 42 -3.79769
  8 42 -2.55052
  9 42 -3.28975
  10 42 2.04153
  11 42 -3.49523
  12 42 -3.26189
  13 42 0.675037
  14 42 -0.128307
  15 42 -3.344
  16 42 -1.41092
  17 42 -0.367782
  18 42 1.74611
  19 42 2.13028
  20 42 -2.80293
2100 20 840
  1 42 1.8074
  2 42 0.735305
  3 42 0.726644
  4 42 -2.02345
  5 42 0.197243
  6 42 -0.11876
  7 42 -0.29514
  8 42 0.858101
  9 42 -2.91555
  10 42 0.277423
  11 42 0.51708
  12 42 2.28104
  13 42 -1.89036
  14 42 -0.500359
  15 42 0.669629
  16 42 1.11001
  17 42 1.66354
  18 42 0.436302
  19 42 1.13125
  20 42 -1.88487
2200 20 840
  1 42 0.579537
  2 42 -0.289507
  3 42 -0.944476
  4 42 -2.59072
  5 42 -2.02902
  6 42 -0.946587
  7 42 -3.26459
  8 42 -0.804525
  9 42 -0.637358
  10 42 -1.30194
  11 42 -0.727035
  12 42 1.76873
  13 42 -1.71035
  14 42 -0.446705
  15 42 -1.54587
  16 42 0.444835
  17 42 -0.248423
  18 42 0.382136
  19 42 -2.9921
  20 42 -0.0853513
2300 20 840
  1 42 -2.32238
  2 42 1.33655
  3 42 0.106855
  4 42 -1.80408
  5 42 3.29752
  6 42 -1.5956
  7 42 1.13216
  8 42 -3.11393
  9 42 -2.67781
  10 42 -0.874431
  11 42 2.32065
  12 42 -3.34177
  13 42 -3.48683
  14 42 0.584219
  15 42 -0.79126
  16 42 3.3436
  17 42 -4.84752
  18 42 -2.57426
  19 42 -3.68292
  20 42 7.64789
2400 20 840
  1 42 1.43961
  2 42 1.30905
  3 42 -0.997154
  4 42 0.35757
  5 42 1.38538
  6 42 0.170557
  7 42 -5.6784
  8 42 -3.23041
  9 42 -1.72368
  10 42 -2.55257
  11 42 0.405485
  12 42 -0.218003
  13 42 0.781712
  14 42 1.79634
  15 42 0.293781
  16 42 -0.991258
  17 42 -0.396641
  18 42 -3.25086
  19 42 -1.26662
  20 42 1.01705
2500 20 840
  1 42 -5.20619
  2 42 -1.4649
  3 42 -1.19374
  4 42 -0.872859
  5 42 -3.6063
  6 42 -2.11371
  7 42 0.00362376
  8 42 -0.858476
  9 42 0.288187
  10 42 0.467874
  11 42 -1.42103
  12 42 2.03902
  13 42 0.653777
  14 42 0.0439125
  15 42 -1.43361
  16 42 -1.1836
  17 42 -2.72409
  18 42 -0.370474
  19 42 -0.432566
  20 42 -1.36061
2600 20 840
  1 42 -4.00576
  2 42 -4.03283
  3 42 1.12016
  4 42 -1.60584
  5 42 -1.62204
  6 42 -4.03643
  7 42 -0.355107
  8 42 2.49158
  9 42 1.48633
  10 42 2.54606
  11 42 -0.985228
  12 42 -1.83801
  13 42 -0.889744
  14 42 -2.39803
  15 42 0.188003
  16 42 0.0929169
  17 42 0.866009
  18 42 -0.926846
  19 42 0.87884
  20 42 -0.139269
2700 20 840
  1 42 2.02023
  2 42 -0.584818
  3 42 -0.795281
  4 42 -1.1336
  5 42 0.353564
  6 42 -4.09064
  7 42 -0.0276072
  8 42 -1.50452
  9 42 2.99017
  10 42 4.6852
  11 42 -0.346299
  12 42 -1.54177
  13 42 0.35241
  14 42 0.0383259
  15 42 1.58663
  16 42 -3.71033
  17 42 -1.13923
  18 42 1.61629
  19 42 0.880421
  20 42 -2.97114
2800 20 840
  1 42 -1.34001
  2 42 -1.80487
  3 42 -1.32517
  4 42 -1.16947
  5 42 2.10062
  6 42 -1.80893
  7 42 1.85286
  8 42 -0.679607
  9 42 -0.703463
  10 42 -0.320192
  11 42 -0.479407
  12 42 -1.27075
  13 42 -0.119367
  14 42 0.940908
  15 42 1.03426
  16 42 -1.57298
  17 42 -1.2181
  18 42 -3.11846
  19 42 -1.10194
  20 42 1.70346
2900 20 840
  1 42 1.04003
  2 42 0.494394
  3 42 0.553332
  4 42 -0.543846
  5 42 1.49383
  6 42 3.96898
  7 42 -0.0715537
  8 42 1.43928
  9 42 1.01658
  10 42 -2.5878
  11 42 2.14985
  12 42 -0.45743
  13 42 0.522426
  14 42 1.34099
  15 42 -0.565283
  16 42 -2.53622
  17 42 0.661118
  18 42 -1.48438
  19 42 0.953886
  20 42 0.0535272
3000 20 840
  1 42 2.21538
  2 42 -4.06021
  3 42 -5.42357
  4 42 -1.68486
  5 42 -2.12365
  6 42 -0.243749
  7 42 0.606758
  8 42 2.0556
  9 42 5.34485
  10 42 -2.41877
  11 42 2.62512
  12 42 -1.16614
  13 42 -0.0427688
  14 42 -2.18935
  15 42 -4.09414
  16 42 -0.286581
  17 42 -0.441374
  18 42 1.63942
  19 42 -1.90059
  20 42 -0.344959
3100 20 840
  1 42 0.574784
  2 42 -1.72406
  3 42 -0.88773
  4 42 -0.660239
  5 42 -0.537187
  6 42 -0.633028
  7 42 -1.64039
  8 42 0.0801172
  9 42 -2.52629
  10 42 0.556401
  11 42 -0.832134
  12 42 -1.04018
  13 42 -2.76703
  14 42 -2.39458
  15 42 -2.10502
  16 42 1.88878
  17 42 -0.535208
  18 42 2.05452
  19 42 -4.86292
  20 42 -0.302308
3200 20 840
  1 42 0.924895
  2 42 -0.115978
  3 42 -0.792103
  4 42 3.12228
  5 42 -0.965022
  6 42 3.80515
  7 42 -3.70557
  8 42 -0.53071
  9 42 -1.61084
  10 42 1.64892
  11 42 0.106137
  12 42 -0.265032
  13 42 1.57202
  14 42 -0.027118
  15 42 -2.34657
  16 42 -2.62604
  17 42 1.25025
  18 42 -0.707679
  19 42 2.91762
  20 42 1.86748
3300 20 840
  1 42 -0.963681
  2 42 0.280852
  3 42 2.02188
  4 42 -2.50022
  5 42 2.72754
  6 42 0.0021532
